,Glacier Name,Glacier Exists?,Area,Glacier Melt Record Date,Latitude,Longitude,Area Analysis Date,Temperature in F
60,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
61,Wernicke Glacier,Exists,105.487,N/A,60.802183,-144.223268,2007-04-01,40.49
62,Fan Glacier,Exists,164.449,N/A,60.874959,-143.907576,2007-04-01,40.49
63,Fan Glacier,Exists,164.449,N/A,60.874959,-143.907576,2007-04-01,40.49
64,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
65,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
66,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
67,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
68,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
69,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
70,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
71,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
72,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
73,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
74,Steller Glacier,Exists,741.556,N/A,60.296987,-143.870037,2006-04-01,42.9
75,Steller Glacier,Exists,741.556,N/A,60.296987,-143.870037,2006-04-01,42.9
76,Steller Glacier,Exists,741.556,N/A,60.296987,-143.870037,2006-04-01,42.9
77,Steller Glacier,Exists,741.556,N/A,60.296987,-143.870037,2006-04-01,42.9
78,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
79,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
80,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
81,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
82,White River Glacier,Exists,27.8374,N/A,60.067377,-142.097207,2006-02-01,36.88
83,White River Glacier,Exists,27.8374,N/A,60.067377,-142.097207,2006-02-01,36.88
84,White River Glacier,Exists,27.8374,N/A,60.067377,-142.097207,2006-02-01,36.88
85,White River Glacier,Exists,27.8374,N/A,60.067377,-142.097207,2006-02-01,36.88
86,White River Glacier,Exists,27.8374,N/A,60.067377,-142.097207,2006-02-01,36.88
87,White River Glacier,Exists,27.8374,N/A,60.067377,-142.097207,2006-02-01,36.88
88,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
89,Martin River Glacier,Exists,349.102,N/A,60.51844,-144.01596,2007-03-01,37.13
90,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
91,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
92,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
93,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
94,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
95,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
96,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
97,Watson Glacier,Exists,103.495,N/A,60.206297,-142.087199,2006-02-01,36.88
98,Leeper Glacier,Exists,36.2084,N/A,60.260135,-142.339841,2006-02-01,36.88
99,Steller Glacier,Exists,741.556,N/A,60.296987,-143.870037,2006-04-01,42.9
100,Steller Glacier,Exists,741.556,N/A,60.296987,-143.870037,2006-04-01,42.9
101,Steller Glacier,Exists,741.556,N/A,60.296987,-143.870037,2006-04-01,42.9
102,Steller Glacier,Exists,741.556,N/A,60.296987,-143.870037,2006-04-01,42.9
103,Steller Glacier,Exists,741.556,N/A,60.296987,-143.870037,2006-04-01,42.9
104,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
105,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
106,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
107,Bering Glacier,Exists,3629.47,N/A,60.43403,-143.01148,2007-04-01,40.49
108,Logan Glacier,Exists,126.829,N/A,60.867051,-141.254512,2006-02-01,36.88
109,Logan Glacier,Exists,126.829,N/A,60.867051,-141.254512,2006-02-01,36.88
110,Seward Glacier,Exists,3211.8,N/A,59.92591,-140.23062,2007-04-01,40.49
111,Beare Glacier,Exists,7.96516,N/A,60.010169,-141.666534,2006-02-01,36.88
112,Agassiz Glacier,Exists,764.325,N/A,60.09895,-140.72458,2006-02-01,36.88
113,Baird Glacier,Exists,449.255,N/A,57.121144,-132.819608,2006-06-01,50.77
114,Patterson Glacier,Exists,85.1219,N/A,56.979015,-132.613465,2006-04-01,42.9
115,Patterson Glacier,Exists,85.1219,N/A,56.979015,-132.613465,2006-04-01,42.9
116,Patterson Glacier,Exists,85.1219,N/A,56.979015,-132.613465,2006-04-01,42.9
117,Patterson Glacier,Exists,85.1219,N/A,56.979015,-132.613465,2006-04-01,42.9
118,Patterson Glacier,Exists,85.1219,N/A,56.979015,-132.613465,2006-04-01,42.9
119,Patterson Glacier,Exists,85.1219,N/A,56.979015,-132.613465,2006-04-01,42.9
120,Oasis Glacier,Exists,49.3846,N/A,57.219964,-132.624582,2006-03-01,38.79
121,Baird Glacier,Exists,449.255,N/A,57.121144,-132.819608,2006-06-01,50.77
122,Baird Glacier,Exists,449.255,N/A,57.121144,-132.819608,2006-06-01,50.77
123,Baird Glacier,Exists,449.255,N/A,57.121144,-132.819608,2006-06-01,50.77
124,Oasis Glacier,Exists,49.3846,N/A,57.219964,-132.624582,2006-03-01,38.79
125,Baird Glacier,Exists,449.255,N/A,57.121144,-132.819608,2006-06-01,50.77
126,Baird Glacier,Exists,449.255,N/A,57.121144,-132.819608,2006-06-01,50.77
127,Baird Glacier,Exists,449.255,N/A,57.121144,-132.819608,2006-06-01,50.77
128,Grand Plateau Glacier,Exists,383.689,N/A,58.98445,-137.91017,2007-04-01,40.49
129,Grand Plateau Glacier,Exists,383.689,N/A,58.98445,-137.91017,2007-04-01,40.49
130,Grand Plateau Glacier,Exists,383.689,N/A,58.98445,-137.91017,2007-04-01,40.49
131,Grand Plateau Glacier,Exists,383.689,N/A,58.98445,-137.91017,2007-04-01,40.49
132,Margerie Glacier,Exists,121.826,N/A,59.047196,-137.077091,2006-05-01,46.77
133,Margerie Glacier,Exists,121.826,N/A,59.047196,-137.077091,2006-05-01,46.77
134,Grand Plateau Glacier,Exists,383.689,N/A,58.98445,-137.91017,2007-04-01,40.49
135,Grand Plateau Glacier,Exists,383.689,N/A,58.98445,-137.91017,2007-04-01,40.49
136,Melbern Glacier,Exists,495.686,N/A,59.06968,-137.04334,2007-04-01,40.49
137,Grand Plateau Glacier,Exists,383.689,N/A,58.98445,-137.91017,2007-04-01,40.49
138,Margerie Glacier,Exists,121.826,N/A,59.047196,-137.077091,2006-05-01,46.77
139,Margerie Glacier,Exists,121.826,N/A,59.047196,-137.077091,2006-05-01,46.77
140,Margerie Glacier,Exists,121.826,N/A,59.047196,-137.077091,2006-05-01,46.77
141,Melbern Glacier,Exists,495.686,N/A,59.06968,-137.04334,2007-04-01,40.49
142,Baird Glacier,Exists,449.255,N/A,57.121144,-132.819608,2006-06-01,50.77
143,Baird Glacier,Exists,449.255,N/A,57.121144,-132.819608,2006-06-01,50.77
144,Baird Glacier,Exists,449.255,N/A,57.121144,-132.819608,2006-06-01,50.77
145,Baird Glacier,Exists,449.255,N/A,57.121144,-132.819608,2006-06-01,50.77
146,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
147,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
148,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
149,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
150,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
151,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
152,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
153,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
154,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
155,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
156,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
157,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
158,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
159,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
160,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
161,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
162,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
163,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
164,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
165,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
166,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
167,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
168,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
169,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
170,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
171,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
172,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
173,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
174,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
175,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
176,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
177,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
178,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
179,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
180,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
181,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
182,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
183,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
184,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
185,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
186,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
187,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
188,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
189,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
190,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
191,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
192,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
193,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
194,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
195,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
196,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
197,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
198,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
199,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
200,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
201,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
202,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
203,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
204,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
205,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
206,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
207,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
208,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
209,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
210,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
211,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
212,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
213,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
214,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
215,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
216,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
217,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
218,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
219,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
220,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
221,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
222,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
223,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
224,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
225,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
226,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
227,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
228,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
229,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
230,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
231,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
232,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
233,Van Cleve Glacier,Exists,40.0665,N/A,60.695309,-144.244764,2007-04-01,40.49
234,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
235,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
236,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
237,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
238,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
239,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
240,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
241,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
242,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
243,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
244,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
245,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
246,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
247,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
248,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
249,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
250,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
251,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
252,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
253,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
254,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
255,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
256,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
257,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
258,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
259,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
260,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
261,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
262,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
263,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
264,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
265,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
266,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
267,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
268,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
269,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
270,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
271,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
272,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
273,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
274,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
275,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
276,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
277,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
278,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
279,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
280,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
281,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
282,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
283,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
284,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
285,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
286,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
287,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
288,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
289,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
290,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
291,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
292,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
293,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
294,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
295,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
296,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
297,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
298,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
299,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
300,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
301,Allen Glacier,Exists,173.528,N/A,60.755014,-144.8796,2014-12-01,52.53
